Category,Strategy,CAGR,Sharpe,Sortino,MaxDD,Calmar,AnnVol,WinRate,TotRet,Trades/Mo
Cat J: Mean Reversion,J6-DriftReversalAlpha,6.14%,0.89,1.43,-2.91%,2.11,6.96%,53.33%,6.14%,1.2
Cat K: Factor,K1-LowVolFactor,2.91%,0.31,0.44,-7.38%,0.40,11.50%,57.69%,2.91%,3.7
Cat K: Factor,K2-MultiFactorComposite,-3.82%,-0.33,-0.49,-11.39%,-0.34,10.29%,41.46%,-3.82%,3.3
Cat K: Factor,K3-SizeFactor,-2.75%,-0.04,-0.05,-19.66%,-0.14,20.28%,53.78%,-2.75%,13.5
Cat K: Factor,K4-ValueFactor,5.54%,0.54,0.90,-10.22%,0.54,11.02%,48.78%,5.54%,2.2
Cat K: Factor,K5-RealAssetsFactor,-6.95%,-0.76,-1.07,-11.32%,-0.61,8.92%,40.38%,-6.95%,2.4
Cat K: Factor,K6-QualityMomentumComposite,14.57%,1.14,1.84,-7.90%,1.84,12.59%,49.23%,14.57%,3.4
Cat L: Volatility,L1-VolRiskPremium,6.16%,0.40,0.55,-18.43%,0.33,20.28%,53.65%,6.16%,11.1
Cat L: Volatility,L2-VolSpreadHarvest,-3.02%,-0.07,-0.09,-19.74%,-0.15,18.97%,53.78%,-3.02%,10.0
Cat L: Volatility,L3-VolTermStructure,4.68%,0.32,0.44,-15.10%,0.31,20.81%,55.78%,4.68%,16.1
Cat L: Volatility,L4-VolOfVolRegime,-9.65%,-0.38,-0.50,-21.50%,-0.45,20.95%,52.48%,-9.65%,13.8
Cat L: Volatility,L5-VolSpikeRecovery,1.73%,0.19,0.25,-14.75%,0.12,17.36%,53.39%,1.73%,5.6
Cat L: Volatility,L6-CrossAssetVolSignal,7.42%,0.47,0.65,-14.97%,0.50,19.39%,54.18%,7.42%,15.9
Cat L: Volatility,L7-ImpliedRealizedSpread,-9.02%,-0.42,-0.55,-21.39%,-0.42,18.37%,48.40%,-9.02%,7.7
Cat L: Volatility,L8-VolRegimeClustering,9.04%,0.54,0.79,-10.21%,0.89,19.48%,52.19%,9.04%,14.6
Cat L: Volatility,L9-VIXAdaptiveCarry,-2.92%,-0.09,-0.13,-17.53%,-0.17,16.65%,54.58%,-2.92%,7.9
Cat L: Volatility,L10-DynamicVolRegimeSwitch,-2.94%,-0.05,-0.06,-21.52%,-0.14,20.08%,55.38%,-2.94%,14.9
Cat L: Volatility,L11-VolRiskPremiumAdaptive,1.85%,0.19,0.26,-20.49%,0.09,20.98%,53.25%,1.85%,13.6
Cat M: Macro,M1-DollarCarry,-10.61%,-0.54,-0.72,-21.53%,-0.49,17.74%,48.68%,-10.61%,8.8
Cat M: Macro,M2-GoldDollarInverse,4.95%,0.33,0.47,-17.01%,0.29,21.20%,50.60%,4.95%,13.7
Cat M: Macro,M3-EMRiskPremium,-5.43%,-0.19,-0.26,-17.73%,-0.31,19.42%,51.79%,-5.43%,15.3
Cat M: Macro,M4-CommodityMomentum,20.94%,1.08,1.65,-12.07%,1.74,19.30%,54.18%,20.94%,11.2
Cat M: Macro,M5-RatesRegimeTrade,4.09%,0.30,0.42,-20.24%,0.20,20.20%,51.39%,4.09%,13.8
Cat M: Macro,M7-GlobalRotation,10.07%,0.59,0.87,-14.46%,0.70,19.34%,53.78%,10.07%,14.8
Cat M: Macro,M8-CommodityMacroSignal,20.20%,1.02,1.48,-12.62%,1.60,20.09%,57.37%,20.20%,12.9
Cat M: Macro,M9-YieldCurveRegime,3.06%,0.25,0.33,-19.85%,0.15,20.09%,57.77%,3.06%,10.3
Cat M: Macro,M10-MacroSignalScoreboard,22.12%,1.29,2.04,-10.82%,2.04,16.60%,52.99%,22.12%,6.3
Cat M: Macro,M11-AdaptiveMacroBlend,36.86%,1.96,3.28,-7.90%,4.66,16.74%,52.19%,36.86%,7.8
Cat M: Macro,M1b-DollarCarryScoreboard,-8.48%,-0.34,-0.45,-20.18%,-0.42,20.14%,52.19%,-8.48%,12.8
Cat N: Seasonal,N1-SeasonalStrategy,-7.77%,-0.71,-0.88,-14.65%,-0.53,10.58%,33.33%,-7.77%,1.3
Cat N: Seasonal,N2-TurnOfMonth,24.66%,1.22,1.82,-14.08%,1.75,19.60%,54.58%,24.66%,9.1
Cat N: Seasonal,N3-PreHolidayDrift,-5.55%,-0.79,-1.11,-9.39%,-0.59,6.92%,22.22%,-5.55%,1.0
Cat O: Tail Risk,O1-TailRiskParity,-0.79%,0.05,0.06,-15.47%,-0.05,18.24%,56.02%,-0.79%,13.5
Cat O: Tail Risk,O4-BlackSwanInsurance,-8.29%,-0.35,-0.47,-22.18%,-0.37,19.42%,50.60%,-8.29%,13.6
Cat O: Tail Risk,O6-TailHedgeOverlay,2.18%,0.21,0.30,-12.40%,0.18,16.71%,48.61%,2.18%,11.6
Cat O: Tail Risk,O7-PreciousMetalsCrisisHedge,-7.83%,-0.33,-0.44,-17.05%,-0.46,19.04%,52.99%,-7.83%,9.8
Cat O: Tail Risk,O8-VolatilityConvexity,-7.14%,-0.27,-0.36,-20.43%,-0.35,19.86%,51.00%,-7.14%,14.1
Cat O: Tail Risk,O9-ATRCrisisAlpha,9.26%,0.59,0.87,-14.82%,0.62,17.60%,51.27%,9.26%,11.7
Cat P: ML Signal Combo,P1-FeatureComboSignal,-15.83%,-1.78,-1.82,-18.09%,-0.87,9.40%,33.33%,-15.83%,1.3
Cat P: ML Signal Combo,P2-XGBoostSignalCombo,14.88%,0.80,1.12,-11.06%,1.34,19.69%,57.39%,14.88%,13.8
Cat P: ML Signal Combo,P3-GMMRegimeClassifier,0.00%,0.00,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.0
Cat P: ML Signal Combo,P4-AdaptiveThreshold,38.71%,1.68,2.54,-9.17%,4.22,20.77%,55.65%,38.71%,13.2
Cat P: ML Signal Combo,P5-CrossSectionalRanker,0.00%,0.00,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.0
Cat P: ML Signal Combo,G6-MultiSignalConsensus,-13.86%,-0.69,-0.88,-24.64%,-0.56,19.10%,51.61%,-13.86%,15.0
Cat DL: Deep Learning,DL1-TemporalCNNAlpha,0.00%,0.00,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.0
Cat DL: Deep Learning,DL2-LSTMRegimeDetector,17.08%,0.98,1.51,-11.80%,1.45,17.62%,54.30%,17.08%,7.8
Cat DL: Deep Learning,DL3-AttentionRanker,0.00%,0.00,0.00,0.00%,0.00,0.00%,0.00%,0.00%,0.0
Cat Q: Quality Trend,Q1-QualityTrend,14.65%,0.83,1.21,-21.42%,0.68,18.49%,51.39%,14.65%,6.1
Cat Q: Quality Trend,Q2-MultiAssetTrend,8.32%,0.76,1.19,-10.64%,0.78,11.36%,54.80%,8.32%,4.3
Cat Q: Quality Trend,Q3-MomentumCrashFilter,-19.38%,-1.04,-1.36,-24.01%,-0.81,18.99%,47.23%,-19.38%,12.9
Cat MF: Multi-Frequency,MF1-WeeklyMomentumRotation,-3.98%,-0.32,-0.42,-10.90%,-0.37,10.86%,46.55%,-3.98%,3.7
Cat MF: Multi-Frequency,MF2-MonthlyMacroRegime,9.96%,0.57,0.76,-14.26%,0.70,20.32%,56.90%,9.96%,8.8
Cat MF: Multi-Frequency,MF3-MultiTimeframeTrend,-6.76%,-0.26,-0.36,-15.49%,-0.44,19.54%,49.80%,-6.76%,13.9
Cat MF: Multi-Frequency,MF4-WeeklyMeanReversion,-6.82%,-0.38,-0.50,-20.10%,-0.34,15.31%,52.85%,-6.82%,4.7
Cat R: Regime Hardening,R1-BearMarketAlpha,-8.73%,-0.36,-0.49,-18.25%,-0.48,19.80%,49.40%,-8.73%,15.2
Cat R: Regime Hardening,R3-DefensiveRotation,10.01%,0.60,0.86,-11.99%,0.83,18.73%,53.05%,10.01%,11.5
Cat R: Regime Hardening,R4-AdaptiveRiskBudget,9.50%,0.57,0.77,-14.70%,0.65,19.35%,56.18%,9.50%,14.9
Cat R: Regime Hardening,R5-RatesTighteningAlpha,8.62%,0.52,0.71,-20.29%,0.42,19.61%,54.98%,8.62%,13.1
Cat R: Regime Hardening,R6-BondEquityHedge,24.62%,1.26,1.85,-11.50%,2.14,18.82%,55.38%,24.62%,10.3
Cat R: Regime Hardening,R7-VolExplosionAlpha,16.97%,0.94,1.36,-9.08%,1.87,18.58%,56.18%,16.97%,11.9
Cat R: Regime Hardening,R8-VolRegimeSwitcher,21.12%,1.16,1.82,-10.11%,2.09,17.81%,52.59%,21.12%,9.1
Cat R: Regime Hardening,R9-MultiAssetCTATrend,-17.83%,-1.72,-1.95,-18.43%,-0.97,11.08%,44.86%,-17.83%,2.6
Cat R: Regime Hardening,R10-CommodityMacroOverlay,35.63%,1.91,3.25,-7.26%,4.91,16.68%,51.79%,35.63%,6.6
Ensemble,Ensemble-BestOfEach,9.22%,0.59,0.80,-11.46%,0.80,17.74%,56.18%,9.22%,17.6
